,review,polaritas
239,samosir island many time think tabo cottage place fit taste room actually suite one room inside bath tub two room personal bathroom hot shower available certain hour wifi okay checking email updating social network buffered youtube restaurant provides indonesian western cuisine reasonable price german bakery well view lake side beautiful private swimming pool well corner two level terrace batak style one viewing lake splendid way handle customer nice proffesional time return samosir id stay,1
240,arrived late long journey torrential rain medan ferry across lake couple motorbike main village dropped outside tabo cottage decided good place stay room bathroom pretty dingy worn dark tucked pleasant meal onsite restaurant woke morning water left tap find load green gunge spewing notified front desk went investigate breakfast went back room obviously tried clear problem aforementioned gunge sink shower floor toilet needle say get shower morning unfortunately compensation either,1
241,tabo cottage right lake great place relax nothing except admire beautiful view room clean bright comfortable food tabo good especially enjoyed getting fresh caught grilled fish also bakery daily selection bread dessert overall great time would definitely stay,1
242,staying two night hotelwe really like room clean good view lake food good staff friendlywe really recomended place stay go lake toba,1
243,tried find accommodation foot eventually settled even though bit desired price range room clean comfy buffet breakfast morning fairly good ask motorbike rental stayed night one delux one superior delux much better felt superior wasnt worth money though walk lake building pool january,1
244,lake toba stunning great place chill day well worth long trip travelling brother wed booked twin batak villa three night stay room great really suitable two separate bed main bed fine second really mattress loft shelf mosquito net facility mentioned owner quickly offered u another room part structure batak villa small additional cost ideal suitable compromise looking back hotel mentioned arrangement briefly email shoulder blame definitely worth bearing mind youre travelling friend settled really,0
245,tabo cottage midrange lakeside hotel owned grumpy german lady popular foreigner lakeside batak gazebo great quiet cocktail atmospheric sunset lakefront view across watery caldera best feature restaurant ambience leafy ground good food foreignfriendly place european noticeably staff employed hotel tuk tuk stayed arrived last ferry samosir island without booking hard tried able knock rack rate superior room cheapest option around usd expensive room included large floor space clean bathroom plenty hot water tap water smell funny,1
246,transportation cost charged hotel seems high taking trip doesnt seem bad airport anywhere nearby hour journey get might turn many people anyone want start floatplane charter business driver seemed quite hurry understood found return medan evening would getting island well pm problem gotta feel guy crappy drive turn missed last small ferry one dump right hotel dock take big boat hotel staff picked u ferry terminal quite friendly cant say anything,0
247,family five adult one baby stayed batak villa villa clean spacious nice outdoor seating balcony overlooking lake toba also hammock balcony surrounding area cottage wellkept even though construction pool progressing hardly hear construction noise day breakfast buffet diverse delicious consisting indonesian breakfast item like fried noodle continental selection toast egg cereal etc evening staff member perform musical number entertain guest lounge area multilevel gazebo batak house architecture lake relax marvel nature watch boat going lake toba,0
248,great lakeside location easy reach cosy lobby area onsite motorbike rent smelly uncomfortable bed ceiling fan noisy made difficult sleep lot ant make sure book room st floor ground floor breakfast mediocre honest badly prepared reception staff friendly seems distracted expect much place merely average,0
249,tabo cottage rupiah aud mixed feeling place great setting right lake room saw roomy especially converted batak house view water cold shower uninspiring breakfast usually cold leathery egg good selection cut fruit lot fruit fly buzzing toaster strike silly little thing easily fixed staff patchy best hospitality training would go amiss hot water domestictype system gas bottle ran cold shower pm rather annoying didnt eat restaurant budget cant comment lunch dinner certainly worth another try,0
250,lake toba beautiful samosir island lot offer including large number hotel balcony lake view tabo cottage set back lake large building site swimming pool development restaurant lake choose one room behind restaurantours looked miniature garden back kitchen view pool development meant pump generator early morning early evening along sawing drilling etc room indifferent bed comfortable mosquito net fitted well bathroom ceiling stained large hole around light tile cracked illfitting dirty around bath want room cleaned,0
251,stayed hotel one night visiting tuk tuk spent day able give thorough review okay hotel beautiful view crazy food service restaurant took u wait coffee meal sort managing expectation yeah might stay returning island,0
252,lake toba epic take lot make visit annoying tabo managed place dirty tatty tired seriously much would cost buy new cushion room basic junior suite lololol per night good value poor inside one good point hot water fly infested shower got bitten flea probably one many animal keep hostess didnt bother greet u staff use tv room lounge room dumping ground box felt could go awaited ferry hostess finally came see u say goodbye wish u,0
253,nice big clean room quite location beside toba lake facility really good small place swim lake nice garden massage service great restaurant building swimming pool ready anette staff really friendly also rent trip motorbike good place lake toba,1
254,ferry parapat drop right resort super convenient view lake toba amazing staff friendly helpful almost spoke english buffet breakfast good freshly baked bread german bakery restaurant price reasonable best dinner special day batak grilled fish fish really fresh delicious dont even leave resort didnt want nearby restaurant bar well slight downside wifi available receptionrestaurant area room arent cleaned daily,1
255,pro ferry parapat drop directly resort pier convenient price idr boat trip minute breathtaking view lake toba steal annette manages place well given prior notice manages squeeze surprise got beautiful batak villa decorated flower hourly free smell freshly baked german pastry order food pastry drink bakery head pier experience sipping tea looking view priceless offer great map tuk tuk highlighting place interest also fb outlet nearby great location best rent motorbike tour around samosir island motorbike come,1
256,tabo cottage directly located lake tabo minute drive ferry grant easy access tuktuk round drive smaller shop located stay nice suite two bedroom sp aciousbalcony room neat one doesnt miss anything although inroom internet connection weak clearly one better accomodations graded standard northern sumatra breakfast buffet ok clearly highlight bread provided adjacent german bakery apart bread variety ensure least something taste one shouldnt leave hungry whatever trip planned overall impression positive couple perceivedexperienced shortcoming though restaurant,1
257,although originally booked villa changed date communication issue booking ended deluxe room probably would ok set back lake view surprised arrived room available upgraded one bedroom villa upstairs one junior suite downstairs view lake room clean reasonably spacious room facility minimal ceiling fan job tea coffee facility tv room sort tvreading room accommodation balconyporch villa fridge room ensuite also large living area breakfast adequate restaurant,0
258,stayed night one night available trip pleasant surroundings ground nice caferestaurantlounge area resident cat dog give homey atmosphere initially planned dinner first night samosir told would wait hour could served restaurant busy packed empty table guest already meal however next time went good simple breakfast buffet wide variety tea aloe vera drink batakstyle gazebo lake shore nice addition get good view lake room owner annette helpful,1
259,stayed tabo cottage week july second stay lovely place first stayed week love even star hotel around batakstyle bungalow comprise unit room suite traditionalstyle lodging chose junior suite quite enough person large room spacious wellequipped bathroom aircon fridge tv excellent bed bad guest authorized smoke there restaurant international indonesian food served serving large quality food excellent hotel bakery purchase nice array dessert lobby breakfast served openair restaurant go,1
260,stayed tabo cottage three night lovely relaxing hotel easy organise car pick ups medan round trip medan parapat ferry leave samosir island vi sinatar city back via berastagi karo highland wonderful scenic drive hour longer lot see samosir walked took motor bike ojek tour get around always great get back tabo collage nice shower relaxing drink meal,1
261,waking place never feel experience back concrete hectic world really love place stayed ample space room anything got couple time middle night cold maybe full review httpwwwmillymincomtobawakingupinsamosir,1
262,tabo cottage perfect place wife year old month old baby stay junior suite room big clean comfortable property large grassy area nice swing teeter totters dog two year old loved restaurant well lit open lot plant surrounding seat relaxing music playing plenty place sit favourite area low table padding sit perfect lay month old son could reach table without chair staff friendly helpful lake lot seaweed growing bottom small foot deep covered sand nice play rent,1
263,spent night last month group wonderful time staff great place really gem great location great view arrived ferry parapet dropped right hotel dock room nice chose carefully modern room facing lawn water traditional room behind batak style house latter really cool though bit darker inside hot water sporadic huge issue menu selection lunch dinner extensive service quick food quality average everyone worked hard make stay enjoyable possible anyone problem solved quickly sure try civet coffee baked,1
264,tabo cottage ideally located nice wellmaintained garden peer traditional batak hut hide sun enjoy view lake breeze theyve kept little piece lake weed free could go take dip surprisingly cool water also rent kayak recommendable there little current lake hotel also offer free wifi range limited lobbyrestaurant cottage nicely decorated look like traditional batak house took batak villa well worth price room spacious almost entirely wood gave cosy feel room also loft extra mattress nice view premise well large balcony hammock,1
265,place offer good size room nice garden good openplan restaurant staff relaxed friendly professional personal way food great batak style dish also western food breakfast freshly made bread menu extensive sort juice snack even home made pastry island nice never blew away like pulau weh island temperature beautifull lake real power attraction easily spend day hotel restaurant garden wifi work fine close get westerner wish,1
266,perfect location convenient foot ferry stop almost door reception really nice good coffee staff particularly helpful place noisy noisy indeed stayed two night superior room basic room hotel sure superior thought booked something special dah small room two cold tap one marked hot fan surrounded car parking many room two night didnt sleep thanks continuous hooting door slamming blasting car stereo revving engine mini van bringing departing tour group hour night strangely really liked hotel wouldnt come back unless,0
267,tabo cottage nice location stunning view hill lake staying lake toba manage expectation five star luxury hotel room may bit basic used also service may perfect tabo good room nice restaurant drink staff generally friendly good inexpensive close ferry landing area safety wise would good hotel provide sufficient number life jacket provide car rear seat belt pleasant stay rick bar cultural dancing next door fun main drawback terrible four hour car journey medan lake tuk tuk place stay without doubt,1
268,hard know stay check place lake toba one manager annette german expatriate married indonesian run place eye foreign traveler would like room simple expensive made really good restaurant lovely local feel good european local food excellent north sumatran coffee made way european like pastry open pavilion style batak house constructed right lake go top floor sit pillow see best view lakeand listen batak boy diving coin singing near small main street,1
269,located right shore lake toba lovely hotel several batak house bungalow staye place night enjoyed every single day friendly staff also annette german owner helpful useful information island recommend plave everybody,1
270,spent three night tabo cottage really enjoyed experience came late without reservation annette put u room behind kitchen moved u junior suite great view beautiful garden lake lotus pond batak house crater rim cottage clean well appointed comfortable bed tell want room cleaned guest reviewer complained room serviced victim natural selection many comfortable area relax garden lake especially batak house breakfast buffet good especially coffee restaurant caters mainly vegetarian healthy focus good fish seafood chicken,1
271,good place relax there also lot room pretty ok staff attentive funny key location view beautiful there lot good spot sit relax sunshine shade rented boat one day highlight trip diving top deck mtrs lake fantastic sure visit roys pub fun local band people tuk tuk fun loving bataks vibe town great youre looking worldclass resort immaculate room staff available every whim place,1
272,first good stuff nice place well maintained good food included breakfast buffet great staff friendly without overdoing stayed superior room good value money atmospheric downside occasional hum generator first night stay last day stay picked next hotel samosir tuk tuk local bus sort traveling budget important u staying tabo splurge girlfriend birthday told receptionist pickup said could stay room would tell u came check hour intended pick time indonesia,0
273,stay one night march location hotel good breakfast also good especially sumatra coffee one thing provided hotel management free water room,1
274,logistics tabo cottage website good job breaking various transport option medan private car took four solid hour including minute stop traffic road condition bad considering saturday still ride relish repeating ferry tuktuk clearly labeled seemed leave every hour last ferry pm doubt ask around always tourist hunter despite name actually pushy quite helpful general information ride smooth scenic last minute saturday weekly market parapat boat full batak family making way home great time speaking sign language,1
275,lake toba place never however tabo cottage satisfactory issue room booked didnt match got batak villa supposed mezzanine floor french futon addition queen bed got single floor single bed mattress floor exactly standard drinking water room coffee tea fridge aware hot water shower bipolar added humour showering experience shower curtain would gone long way breakfast included thought would lovely advertise german bakery site suggest get breakfast served put,0
276,tabo cottage nice resort set good convenient location staff friendly food bit simple seemed mainly vegetarian room could bit update however still nice place amazing island set gorgeous lake,1
277,lake toba one world super volcano crater surrounding countryside amazing stayed night way indonesia hired bike head islandpeninsula ferry parapat easy drop doorstep shame place fact came medan nice city overall would recommend looking quiet getaway happy bikewalk around local area parapat isnt bad look around either want shopping,1
278,stayed batak villa ambience nice idea preserve heritage making modern comfortable great also convenient get parapat ferry brings right hotel stuff friendly responsive breakfast tasty queue food like possible ask shy web page lot info last least worth coming least might,1
279,tabo lake toba zählt definiv zu den besten unterkünften meiner sumatrareise von einem deutschindonesischen paar geführt fühlt man sich indonesien jedoch durchgehen mit europäischem standart angereichert unterschiedliche zimmerkategorien von ca bi rupiah aber immer inklusive frühsücksbüffet sauber entspannt direkt see gelegen ruhig mit wellnessangebot schönem garten und deutscher bäckerei viele paare ältere gäste flashpacker free wifi guter service hervorragendes restaurant,1
280,cottage nicely built maintained tabo seems succesfull hotel samosir island first god impression german manager owner anette asked help information whilst breakfast told wait shes finished minute stood left room without even looking sent staff tell shes available,0
281,two night stay really nice room room typical interior mezzanine nice overlook bay restaurantbar relaxing overall place stay going samosir,1
282,partner stayed monthlong sumatran backpacking holiday little treat typical rp night absolutely loved place peaceful clean charming atmosphere wanted stay night hadnt made reservation resort quite full owner extremely accommodating reorganised room schedule could stay room three day without move stayed beautiful batak cottage top floor incredible view lake toba memory rp per night bathroom spotless bed wooden decor lovely hammock balcony could read book gaze little garden deep blue,1
283,isnt achievement get consensus owner attitude dont go owner service indeed could questionable honestly care place amazing havent seen tucktuck better place stay there enough restaurant around go explore however cake bread unique island chillout relax cant better,1
284,first experience toba cottage coordination late arrival delayed flight arriving medan owner establishment annette incredibly helpful coordinating driver organising late night chartered water taxi ensure still able get island wasnt following morning could truly take beautiful tabo cottage lake toba set right edge lake pond truly spectacular stayed superior room twin share bed comfortable clean bathroom food restaurant buffet breakfast included room rate fantastic annette also helpful organising activity,1
285,newfound fellow traveller arrived samosir fairly late evening idea stay first three place tried full unsurprised saw price tabo cottage noticing obvious backpacker ambience owner kindly offered u cheap room idr backpacker perspective still far superior quality anything would normally get private batak style bungalow two simple bed basic bathroom clean quiet located water one need food good internet fast complaint staff werent great owner solemn stern much humour came leave,1
286,stayed tabo cottage recently enjoyed lotthe area lot cooler low lying region sumatra ie medan etcand great place kick back try understand batak culture without speak batakthis lot bataks area speak english even speak dutch great help warned owner let rent one motorbike see rest samosir island might luckyawesome village etc take back time gone bysome still lacking electricity etc food great tabo place good ambient atmosphereyou eat restaurant food tabo great often stayed eat swimming possible,1
287,place evolved time hence myriad accommodation place cool highly recommended key choosing right cottage well long house batak villa first floor unobstructed view lake toba best first floor making booking make sure request made correctly price sell good offer cannot considered luxurious however experience nice restaurant good variety vegetarian offering small sit out front restaurant good chilled beer laid back holiday overall fully recommendable,0
288,beautiful location ground hotel nicely done beautiful view lake toba room vary basic comfortable located replica local batak house whilst look nice sleep quality special catering mostly guest enjoy listening howling dog never sleeping cock truck rattle night road behind hotel food generelly good patient since take quite arrive unfortunately relaxing drink doesnt provide much solution since take hour beer arrive said staff friendly island wonderful,0
289,room got fine idr night including hot water breakfast free wifi one morning nobody seemed hot water apparently people dont complain much wait owner show one apparently charge guy showed went back alley asked water hot kinda warm thing setting boiler low gas pressure minimum temperature point day tip go back alley look boiler wooden cabinet set gas pressure mid temperature max finally got hot shower asked owner help flight reservation greeted cold attitude help charge,0
290,toba lovely place get away arrived wound pressure life work upon leaving gone however location lovely people samosir tabo offer go toba dont follow guidebook head tabo tabo ruined u two thing rat b female owner rat could spotted running roof restaurant kitchen doubt worse rat room bedtime quite shock went find female owner ask someone could help u get rid asked wanted end sent young boy coat hanger deal got much,0
291,property beautiful location architecture blend local style harmony nature staff friendly courteous wonderful time wish go,1
292,tabo cottage situated really nice garden location tuktuk peninsula hotel consist several small cottage containing room suite single room room ensuitebathrooms cleanliness quite ok really great breakfast buffet german bakery service quality meal quite inconsistent sometimes good sometimes sloppy great place hang drink piece cake sit veranda room,1
293,stayed tabo cottage night mid april beautiful setting looking across lake toba hop lake swim edge resort cottage beautiful look wooden carving clean spacious cool comfortable food restaurant simple completely delicious could happily worked way menu buffet breakfast good tabo really nice comfortable lobby restaurant area sit whenever like order food drink use free wireless connection gaze lake lovely place enjoy tuk tuk,1
294,nice location friendly staff certainly seems problem management room good clean good breakfast includeddont like surcharge credit card,1
295,four hour hellish drive perhaps one worst large city planet medan relaxing half hour boat ride paradise tabo cottage run pleasant german woman annette pleasant staff location central scenic food service great dont expect four star hotel frill,1
296,stayed tabo cottage night busy weekend called day arrival book room told u still room available owner annette showed u st room saying deluxe room therefore cheaper rpnight room simple dirty mandi bathroom ant cockroach course stained bed cover nd one ok nice view wall next building actually booked late thats fine deluxe room beautiful view hotel good location enjoy swimming lake close pier ferry drop directly hotel actually major drawback hotel owner,0
297,love pace need rude lady man owner well hmmm u need something talk one staff wonderful,1
298,friend stayed tabo cottage night generally happy place extremely clean comfortable close restaurant bar shop staff tabo friendly helpfull went way make sure everything needed made stay plesant owner however rude unfriendly mostly ignorant especially husband bit grinch biggest dissapointment stay restaurant vegetarian dont panic delicious bbq chicken fish available need order advance cook fresh coal would recommend delicious want explore,1
299,treat visible owner german perfect clean lot small thoughtful detail make place heaven experiencing rest sumatra tabo cottage conveniently located min walk ferry wish cannot easily get sumatra clean large room beautiful setting hot water western bathroom great dining area extensive menu food drink playground kid lot quiet corner lakeview relax table tennis use free charge canoe recommend rent scooter rp per day incl petrol go ride lovely village see historical site island definitely worth every dollar,1
300,manager rude like money never say much day going stay decide change number increase price room nignt many dog barking imposible sleep staff clean room every day,0
301,stayed night junior suite jungle bathroom room clean realy nice room cleaned leave key reception ask forget comment form user cleaning problem breakfast good food great staff always helpful und friendly sometimes wait little bit longer get food drink im holyday time dont hurry great time relaxing definitely would come back,1
302,place great simple necessity nothing much ask luxury want look else first wasnt expected stepped boat doctor ordered chill pill eye mesmerized place looked close plain simplicity honestly felt relax laze around friend food great regret going around much eat resort piece advise go lunch dinner early crowd even waiter waitress time bring food oh dont forget try batak sauce really enak sekali staff really friendly even tried take friend eat didnt made,1
303,stayed night enjoyed island whole hired bike day travelled around looking unusual site beautiful scenery island pretty reached min ferry crossing main land nothing mainland dont wait around hotel strange stayed batak villa look really nice bed area stair inside quaint dark wood ac hot sun room spacious furnished well something living wooden wall sure wanted know started making wierd crunching noise soon got dark sun rise searched searched noise came couldnt find anything,0
304,loved staying tabo cottage july last year already kept extending stay could tear away location beautiful right lake resort beautifully landscaped well kept clean staff polite attentive charming food healthier version would normally get around great speciality delicious homemade yoghurt best ever bratkartoffeln island lovely quiet quite good live music scene party town want go beer place go favourite place asia around fair bit try,1
305,tabo cottage minute walk central pier hotel right lake see arrive ferry look old storehouse edge lake set garden central reception restaurant standard room couple upstairs deluxe traditional room stayed latter enormous terrace hammock everything need deluxe room mosquito net double bed mezzanine sleep people mat great view spacious bathroom hot water breakfast included good buffet standard room good deluxe spoiling experience discount could available multinight stay season,1
306,arrived tabo cottage long journey greeted one owner possible one rudest people met travel issue booking interested speaking u reply one room left ie take leave dont really care room wasnt bad food quite good issue service owner hotel consisently awful duration stay ordered cup cofee first day arrived never arrived wife ordered fruitshake next day never arrived given excuse ran ingredient shy tell u room cleaned day,0
307,relaxing place friendly staff beautifull view sure ill come back,1
308,long overland flog around asia tabo cottage excellent choice breather annette german coowner indonesian husband charming host local staff despite erratic command english eager please consistently helpful friendly cheapest place stay tuk tuk still good value money food proud super although slightly biased towards vegetarian greater choice particularly breakfast would welcome three day chance return wed certainly like longer,1
309,much expensive simpler option stayed great vegetarian restaurant jungle bathroom plus size cleanliness room unfortunately three day hot water wanted staff seemed unwilling resolve keep u speed repair going third occasion simply resolved going noone told u service level general poor maybe owner apeared away restaurant german bakery great seems standing reservation man resident village local witnessed hitting dog verbally abusing guest plus thing created strange,0
310,tabo cute littel property bank lake toba samosir first time february stayed deluxe room hot water etc charming batak villa stayed may went back batak villa quaint lovely food great lake lovely annette anton run pretty much run guest house rather soulless hotel take full personal interest guest making warm getaway sure back kid love,1
